"ID","ip","score","level","data","ts"
6815,"185.110.90.25",13,"","{""tricks"":{""tricks"":[{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-07 08:52:36"
6825,"189.181.36.230",9,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-07 15:53:01"
6835,"179.84.203.107",4,"","{""tricks"":{""tricks"":[{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-08 10:21:31"
6845,"186.189.81.208",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-08 16:49:42"
6855,"186.189.81.208",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-08 16:50:34"
6865,"186.189.81.208",4,"","{""tricks"":{""tricks"":[{""parsed"":""270 FS Royale"",""orig"":""Forwards | Outspin 270 | None FS Royale | Forwards"",""points"":""4""}],""skipped"":[{""parsed"":""270 FS Royale"",""orig"":""Forwards | Outspin 270 | None FS Royale | Forwards"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-08 16:51:29"
6875,"186.189.81.208",4,"","{""tricks"":{""tricks"":[{""parsed"":""Training Wheel to 360 out"",""orig"":""Forwards | None Training Wheel | Outspin 360"",""points"":""4""}],""skipped"":[{""parsed"":""Training Wheel to 360 out"",""orig"":""Forwards | None Training Wheel | Outspin 360"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-08 16:52:49"
6885,"174.198.9.100",7,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-11 20:57:53"
6895,"47.45.142.208",8,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | BS Savannah | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Outspin 180 "",""points"":""2""},{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | BS Savannah | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-12 14:05:34"
6905,"37.174.75.229",2,"","{""tricks"":{""tricks"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""}],""skipped"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-12 18:27:22"
6915,"31.94.26.249",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-12 19:34:46"
6925,"98.239.100.193",16,"","{""tricks"":{""tricks"":[{""parsed"":""Top Acid to 180 out"",""orig"":""Forwards | Topside Acid | Outspin 180 "",""points"":""3""},{""parsed"":""FS Byn Soul to 180 out"",""orig"":""Forwards | None FS Byn Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Cross-Grab FS Torque to Fakie out"",""orig"":""Forwards | Cross-Grab FS Torque | Fakie"",""points"":""4""},{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | None BS Savannah | Fakie"",""points"":""2""},{""parsed"":""Kindgrind to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Mizou | Outspin 180 "",""points"":""4""}],""skipped"":[{""parsed"":""Top Acid to 180 out"",""orig"":""Forwards | Topside Acid | Outspin 180 "",""points"":""3""},{""parsed"":""FS Byn Soul to 180 out"",""orig"":""Forwards | None FS Byn Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Cross-Grab FS Torque to Fakie out"",""orig"":""Forwards | Cross-Grab FS Torque | Fakie"",""points"":""4""},{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | None BS Savannah | Fakie"",""points"":""2""},{""parsed"":""Kindgrind to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Mizou | Outspin 180 "",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-13 08:27:30"
6935,"47.58.169.212",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-13 16:41:16"
6945,"47.58.169.212",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-13 16:42:30"
6955,"47.58.169.212",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-13 16:45:46"
6965,"47.58.169.212",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-13 16:47:27"
6975,"47.58.169.212",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-13 18:13:13"
6985,"47.58.169.212",0,"","{""config"":{""level"":""2"",""spins"":""5""}}","2023-04-13 18:14:22"
6995,"31.221.164.99",6,"","{""tricks"":{""tricks"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""}],""skipped"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-14 18:06:43"
7005,"170.51.49.146",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-15 23:54:50"
7015,"186.195.208.89",6,"","{""tricks"":{""tricks"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-17 17:56:30"
7025,"172.58.12.73",6,"","{""tricks"":{""tricks"":[{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""Switch Frontside"",""orig"":""Switch | None Frontside | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""Switch Frontside"",""orig"":""Switch | None Frontside | Forwards"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-17 22:52:47"
7035,"200.127.205.131",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-18 01:17:47"
7045,"24.251.201.61",12,"","{""tricks"":{""tricks"":[{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar to 180 rewind out"",""orig"":""Forwards | Outspin 180 | PStar | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar to 180 rewind out"",""orig"":""Forwards | Outspin 180 | PStar | Inspin 180"",""points"":""4""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-18 04:46:27"
7055,"171.76.86.34",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-18 04:54:59"
7065,"109.37.135.201",8,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-18 16:37:20"
7075,"123.194.62.12",16,"","{""tricks"":{""tricks"":[{""parsed"":""360 Fishbrain"",""orig"":""Forwards | Inspin 360 | Topside Makio"",""points"":""4""},{""parsed"":""AO Negative Soul"",""orig"":""Forwards | Inspin 180 | Negative Soul"",""points"":""4""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Cross-Grab FS Torque"",""orig"":""Forwards | Cross-Grab FS Torque | Forwards"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""360 Fishbrain"",""orig"":""Forwards | Inspin 360 | Topside Makio"",""points"":""4""},{""parsed"":""AO Negative Soul"",""orig"":""Forwards | Inspin 180 | Negative Soul"",""points"":""4""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Cross-Grab FS Torque"",""orig"":""Forwards | Cross-Grab FS Torque | Forwards"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-18 17:20:16"
7085,"172.73.22.236",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-20 16:34:55"
7095,"181.116.176.189",2,"","{""tricks"":{""tricks"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-21 03:48:42"
7105,"200.127.205.131",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-22 02:09:35"
7115,"200.127.205.131",12,"","{""tricks"":{""tricks"":[{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Outspin 180 "",""points"":""3""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Outspin 180 "",""points"":""3""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-26 03:34:21"
7125,"174.238.226.143",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2023-04-26 06:04:44"
7135,"171.76.81.125",8,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Outspin 180 "",""points"":""3""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Outspin 180 "",""points"":""3""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-26 09:44:44"
7145,"181.116.176.189",6,"","{""tricks"":{""tricks"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-26 20:07:14"
7155,"109.48.17.30",11,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""AO BS Tabernacle"",""orig"":""Forwards | Inspin 180 | BS Tabernacle"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Mizou"",""orig"":""Forwards | Inspin 180 | Mizou"",""points"":""2""},{""parsed"":""AO BS Tabernacle"",""orig"":""Forwards | Inspin 180 | BS Tabernacle"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-04-28 16:31:29"
7165,"109.48.17.30",23,"","{""tricks"":{""tricks"":[{""parsed"":""360 Overpuss"",""orig"":""Forwards | Inspin 360 | Topside Mistrial"",""points"":""5""},{""parsed"":""AO Top Acid to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Acid | Outspin 360"",""points"":""5""},{""parsed"":""AO Top X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | Topside X-Grind | Inspin 180"",""points"":""5""},{""parsed"":""AO Fishbrain to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Makio | Inspin 180"",""points"":""4""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""360 Overpuss"",""orig"":""Forwards | Inspin 360 | Topside Mistrial"",""points"":""5""},{""parsed"":""AO Top Acid to 360 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Acid | Outspin 360"",""points"":""5""},{""parsed"":""AO Top X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | Topside X-Grind | Inspin 180"",""points"":""5""},{""parsed"":""AO Fishbrain to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Makio | Inspin 180"",""points"":""4""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Inspin 180"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-28 16:36:30"
7175,"109.48.17.30",16,"","{""tricks"":{""tricks"":[{""parsed"":""270 Grab BS Torque to Fakie out"",""orig"":""Forwards | Inspin 270 | Grab BS Torque | Fakie"",""points"":""5""},{""parsed"":""True Hot Dog to 180 rewind out"",""orig"":""Forwards | Outspin 180 | None Hot Dog | Inspin 180"",""points"":""4""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | None Soul | Outspin 180 "",""points"":""2""},{""parsed"":""AO Top Closed Book to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Closed Book | Inspin 180"",""points"":""5""}],""skipped"":[{""parsed"":""270 Grab BS Torque to Fakie out"",""orig"":""Forwards | Inspin 270 | Grab BS Torque | Fakie"",""points"":""5""},{""parsed"":""True Hot Dog to 180 rewind out"",""orig"":""Forwards | Outspin 180 | None Hot Dog | Inspin 180"",""points"":""4""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | None Soul | Outspin 180 "",""points"":""2""},{""parsed"":""AO Top Closed Book to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Closed Book | Inspin 180"",""points"":""5""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-28 16:49:11"
7185,"168.196.203.26",13,"","{""tricks"":{""tricks"":[{""parsed"":""Torque Soul"",""orig"":""Forwards | None Torque Soul"",""points"":""2""},{""parsed"":""AO Soul to 180 rewind out"",""orig"":""Forwards | Inspin 180 | None Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | None Frontside | Fakie"",""points"":""1""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | None PStar | Inspin 180"",""points"":""3""},{""parsed"":""360 FS Darkslide"",""orig"":""Forwards | Inspin 360 | None FS Darkslide"",""points"":""4""}],""skipped"":[{""parsed"":""Torque Soul"",""orig"":""Forwards | None Torque Soul"",""points"":""2""},{""parsed"":""AO Soul to 180 rewind out"",""orig"":""Forwards | Inspin 180 | None Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | None Frontside | Fakie"",""points"":""1""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | None PStar | Inspin 180"",""points"":""3""},{""parsed"":""360 FS Darkslide"",""orig"":""Forwards | Inspin 360 | None FS Darkslide"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-29 13:11:06"
7195,"168.196.203.26",18,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | None Soul"",""points"":""1""},{""parsed"":""Top Open Book to 180 out"",""orig"":""Forwards | Topside Open Book | Inspin 180"",""points"":""4""},{""parsed"":""Sunny Day to 180 out"",""orig"":""Forwards | Topside PStar | Inspin 180"",""points"":""4""},{""parsed"":""Hurricane Sidewalk to 360 out"",""orig"":""Forwards | Outspin 360 | None Sidewalk | Outspin 360"",""points"":""5""},{""parsed"":""Stub Soul"",""orig"":""Forwards | Negative X-Grind"",""points"":""4""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | None Soul"",""points"":""1""},{""parsed"":""Top Open Book to 180 out"",""orig"":""Forwards | Topside Open Book | Inspin 180"",""points"":""4""},{""parsed"":""Sunny Day to 180 out"",""orig"":""Forwards | Topside PStar | Inspin 180"",""points"":""4""},{""parsed"":""Hurricane Sidewalk to 360 out"",""orig"":""Forwards | Outspin 360 | None Sidewalk | Outspin 360"",""points"":""5""},{""parsed"":""Stub Soul"",""orig"":""Forwards | Negative X-Grind"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-29 19:19:13"
7205,"168.196.203.26",19,"","{""tricks"":{""tricks"":[{""parsed"":""FS Backslide"",""orig"":""Forwards | None FS Backslide | Forwards"",""points"":""2""},{""parsed"":""FS Cab driver to 270 out"",""orig"":""Forwards | None FS Cab driver | 270"",""points"":""5""},{""parsed"":""Top Open Book to 360 out"",""orig"":""Forwards | Topside Open Book | Inspin 360"",""points"":""5""},{""parsed"":""Hurricane Top Soul"",""orig"":""Forwards | Outspin 360 | Topside Soul"",""points"":""4""},{""parsed"":""BS Cab driver"",""orig"":""Forwards | None BS Cab driver | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""FS Backslide"",""orig"":""Forwards | None FS Backslide | Forwards"",""points"":""2""},{""parsed"":""FS Cab driver to 270 out"",""orig"":""Forwards | None FS Cab driver | 270"",""points"":""5""},{""parsed"":""Top Open Book to 360 out"",""orig"":""Forwards | Topside Open Book | Inspin 360"",""points"":""5""},{""parsed"":""Hurricane Top Soul"",""orig"":""Forwards | Outspin 360 | Topside Soul"",""points"":""4""},{""parsed"":""BS Cab driver"",""orig"":""Forwards | None BS Cab driver | Forwards"",""points"":""3""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-30 02:27:01"
7215,"168.196.203.26",33,"","{""tricks"":{""tricks"":[{""parsed"":""Fullcab Citric Acid to 180 out"",""orig"":""Fakie | Inspin 360 | None Citric Acid | Inspin 180"",""points"":""7""},{""parsed"":""Switch 720 Negative Acid"",""orig"":""Switch | Inspin 720 | Negative Acid"",""points"":""8""},{""parsed"":""True Fullcab Hot Dog to 180 rewind out"",""orig"":""Fakie | Outspin 360 | None Hot Dog | Inspin 180"",""points"":""6""},{""parsed"":""AO Rough Mizou to 720 out"",""orig"":""Forwards | Inspin 180 | Rough Mizou | Inspin 720"",""points"":""8""},{""parsed"":""Switch Channel Backside to Fakie out"",""orig"":""Switch | Channel Backside | Fakie"",""points"":""4""}],""skipped"":[{""parsed"":""Fullcab Citric Acid to 180 out"",""orig"":""Fakie | Inspin 360 | None Citric Acid | Inspin 180"",""points"":""7""},{""parsed"":""Switch 720 Negative Acid"",""orig"":""Switch | Inspin 720 | Negative Acid"",""points"":""8""},{""parsed"":""True Fullcab Hot Dog to 180 rewind out"",""orig"":""Fakie | Outspin 360 | None Hot Dog | Inspin 180"",""points"":""6""},{""parsed"":""AO Rough Mizou to 720 out"",""orig"":""Forwards | Inspin 180 | Rough Mizou | Inspin 720"",""points"":""8""},{""parsed"":""Switch Channel Backside to Fakie out"",""orig"":""Switch | Channel Backside | Fakie"",""points"":""4""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-04-30 02:31:27"
7225,"185.110.90.25",13,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO FS Tabernacle to 180 out"",""orig"":""Forwards | Inspin 180 | FS Tabernacle | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | X-Grind"",""points"":""3""},{""parsed"":""AO FS Tabernacle to 180 out"",""orig"":""Forwards | Inspin 180 | FS Tabernacle | Inspin 180"",""points"":""4""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-01 06:54:58"
7235,"5.169.172.99",3,"","{""tricks"":{""tricks"":[{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-01 11:56:19"
